title,postingFrom,permalink,shortDescription,postingDate,mailToLink
heading west tonight (evansville),evansville,http://evansville.craigslist.org/rid/3417089513.html,"i'm heading west to iowa tonight, will be passing through saint louis. swm 40 friendly. 
help keep me awake and a little help with gas and i'll get you where you are 
8455211625 i'm leaving nlt 9pm and i can pick you up.",2012-11-17T17:34:45-05:00,emailnotfound
ride to any state or city for cheap,evansville,http://evansville.craigslist.org/rid/3412535663.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tic [...]",2012-11-15T18:23:27-05:00,emailnotfound
need ride to arkansas (south of little rock),evansville,http://evansville.craigslist.org/rid/3347218787.html,"my girlfriend and i are moving to arkansas and need to find a ride that is cheaper than greyhound. 
we don't have a bunch of stuff that we are taking right now,just a couple of bags. 
if you are headed that way around the weekend of the 27th and woul [...]",2012-10-18T08:38:34-04:00,emailnotfound
evansville to memphis (evansville ),evansville,http://evansville.craigslist.org/rid/3337850470.html,looking for a student interested in a ride from evansville to memphis during the thanksgiving holidays. leaving wednesday afternoon nov 21 and returning sunday nov 25. i'm visiting family but do not want to do the driving - that's your job. this is a [...],2012-10-14T07:36:18-04:00,emailnotfound
bring ski to the dfw area (evansville to north ft. worth/keller),evansville,http://evansville.craigslist.org/rid/3335362668.html,looking for someone driving from evansville to the dfw area to bring any amount of cans of ski soft drink. anytime from now until thanksgiving. if my in-laws from chicago are worth anything they'll find a way to stop just a block off of i-44 just wes [...],2012-10-12T22:48:53-04:00,emailnotfound
looking for a ride from evannville to myrtle beach area (evansville),evansville,http://evansville.craigslist.org/rid/3329884447.html,"hi,female who lives in myrtle beach came to evansville to finish divorce hearing,i am stuck here for two weeks ans am ready to get back and go back to work.i have a shitzuh and just a few bags,willing to leave asap.if any truck drivers or just someon [...]",2012-10-10T16:23:59-04:00,emailnotfound
