title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
"jackson ms to chicago (jackson, ms)",jackson,http://jackson.craigslist.org/rid/3416423130.html,i am leaving on 22nd of november 2012 at 6-7 a.m for thanks giving from jackson. i am driving a car (2009) toyota. 3 seats are available. prefer university students. i am a grad student. $75 per person (chicago),2012-11-17T12:57:44-05:00,emailnotfound,TRUE,jackson,2012-11-20T12:57:44-05:00,chicago
"ride offered -jackson to atl, ga via bham or montgomery- now (jackson, ms to atl, ga)",jackson,http://jackson.craigslist.org/rid/3401009910.html,title says it all....leaving now....split gas or set fee of $20...text me 678.591.4703,2012-11-10T18:55:13-05:00,emailnotfound,TRUE,jackson,2012-11-12T18:55:13-05:00,atl
ride to kosciusko area,jackson,http://jackson.craigslist.org/rid/3364121085.html,i am going to kosciusko monday 10/29/2012 if you need to go that way give me a email all i need is half on gas ,2012-10-25T12:41:05-04:00,emailnotfound,FALSE,jackson,2012-10-29T12:41:05-04:00,kosciusko
